Rating,Review,source,racism,bullying,sexual,predicted,predicted_proba
1,"Of my first 3 matches, 2 just showed their dicks and the third was a shirtless guy that I felt compelled to x out of before things went further south.",holla,,,,1.0,0.5411450387902894
1,A lot of the guys on here alway ask if I'm horny and other kik me and ask me to send nudes. This app is not worth downloading,chat-for-strangers,,,,1.0,0.5367845065063765
1,If you’re a straight single guy looking for a straight female good luck it’s full off hookers n escorts n drug dealers people pretending to straight females but have diccks lots of gay guys trying to convert straight guys cause it turns them on,skout,,,,1.0,0.5367574062106095
4,This is a really good app there are perverts everywhere asking you for nudes so if you come on here for meeting new friends don't get it,chat-for-strangers,,,,1.0,0.5361293143273769
3,"It's alright..to many guy pervs wanting pics and ""sum sum"" ...but some nice ppl on there.",skout,,,,1.0,0.5278568342576424
5,I just want nudes,skout,,,,1.0,0.5258967956890532
4,"There are guys using hot photos of girls 
And in their
Men searching for women.",skout,,,,1.0,0.5232784701529924
3,Still same old thing where guys want to talk dirty and send pics of their junk!,skout,,,,1.0,0.5220760508131328
2,one thing about this app that bothers me is that there's like 10 year olds on here saying there 16 and they post there nudes on there profile picture thing and it's very disgusting. and also having people randomly sending you nudes like no thanks!,holla,,,,1.0,0.5150691660994469
1,"Mmm, not what it wants to be. All the guys are going goo goo ga ga, and all the girls are asleep. Good luck if you are trying for the first time. If u are a guy, all you will talk to, are guys.",skout,,,,1.0,0.5051667065982317
1,"This is for the straight girls out there/If you’re a hetereosexual female, just be aware that a lot of the guys are just looking for nudes. They’ll say their ap is glitching and that they want to switch to snapchat, but they’re just looking for nude pictures of you!!!",holla,,,,1.0,0.5041732893838529
1,Omg so many disgusting men on this app!,skout,,,,1.0,0.5035052468133188
5,Beats the h3|| outta similar things on the web,skout,,,,1.0,0.4991502314495091
5,So many guys tf,holla,,,,1.0,0.4983307924337106
5,So many cute guys haha,holla,,,,1.0,0.4983307924337106
1,I hate this app so much. I wanna try finding someone using they're scout id or username and I can't do that. And it's so hard for people to reply. And there's all these perverts sending there dirty pics it's just gross.,skout,,,,1.0,0.4979988982932648
2,"This app is great and all but... a lot of people ask for nudes and send nudes. The app states not to but people do it anyway. Almost everyone on this app wants to have phone sex. There are age restrictions (if you are 15 you can't talk to anyone over 18) but of course people lie. Be careful about that and if anyone asked you, block and report them. You've been warn d. Good luck!",skout,,,,1.0,0.49563565248707375
2,"The update is terrible! All of these 21 year old men keep wanting to talk and it’s only because of the dumb update. Another thing is that I only see guys that are 18years old, I don’t see younger people(16,17 yrs old)anymore.",skout,,,,1.0,0.4933570047029521
1,I hate it cuz you allow people to send nudes and ask for them,skout,,,,1.0,0.4870670272241635
4,"The app is great, but please put filters on the match thing. That is the only thing I find wrong. On the app I want to find people that I'm interested in, not everyone in the entire world.",holla,,,,1.0,0.48699325603154286
1,"This app isn't worth your time, there are 13 year olds who ask for nudes and everyone that adds you will ask if you want to see or ask to see and there are catfishes and yellow is horrible at keeping the guidelines met",holla,,,,1.0,0.48474205035130713
1,"Want to be hit on by old creepy 56 year old men? This app is for you. Want to try and report the old man for harassing you and then you have your account deleted for no reason? This app is for you! This app is terrible. Full of perverts and creepers and disgusting old men, the kind of men that would be on to catch a predator. And the saddest thing about it is when I went to report and block him, my account had got deleted. Just a sad pathetic excuse for social media. Never using again. Would not recommend.",skout,,,,1.0,0.4789765847749412
1,No one on the app is active. And all people want are nudes and views on their story's.,holla,,,,1.0,0.47412910342327086
1,This app is really bad all people do on here is ask for nudes and stuff dont feel obligated to send it just because they ask and even if their hot or something trust you dont wanna do it its gonna back fire sooner or later like it did on ...amanda todd if you havent seen her video search it on youtube just type in her name and you will see why we say not to do it but its your choice but i advise you not to,chat-for-strangers,,,,1.0,0.4738184071436504
3,You guys need to do another update because my chat box says 11 chats and i only have 5 saved on my phone and it keeps getting glitches and freezes up and logs me out so if you guys could fix that i would be happy and also try and put a privacy thing on there so i don't get messages from old guys,skout,,,,1.0,0.4689620140741082
5,"Pretty fun app not that many nude guys compared to other apps, wish it would cost less to filter,",holla,,,,1.0,0.4633534159571773
2,"Some how this app manages to be worse than tinder. Everyone on it just wants you to add them on Snapchat, you rarely will you ever get someone messaging you. In the off chance you do they’ll just tell you to add them on Snapchat. It’s so annoying because if you want I just want to use Yubo, not Snapchat. Not to mention how many girls on there are just there to sell nude photographs. Nobody is there to make friends, and the app doesn’t have anything stopping you from just using it to find people snaps. Do yourself a favor and DONT INSTALL THIS APP",holla,,,,1.0,0.4630510504328271
1,"Nothing but Atheists, and most agnostics these guys do even look cute and put up fake profiles and showing you their dicks!🤮This is not an app that you want to go on TRUST ME!",skout,,,,1.0,0.46044524982237545
1,Too many perverted men,skout,,,,1.0,0.4602439422608502
2,Lots of young men and pervert.,skout,,,,1.0,0.4547079740419442
3,I like this app but there is too many guys on here jerking off.,holla,,,,1.0,0.4512541194664925
1,There’s a bunch of guys trying to connect to a female and always skipping me. I feel like guys just wants to find girls and video chat. Nobody wants to talk.,chat-for-strangers,,,,1.0,0.4484786774962346
1,"I hate it,there's to many guys on here.",holla,,,,1.0,0.4479481394031477
2,"This app is really... uh... perverted. If you don’t do “it” with the guys, they immediately call you all sorts of horrible names. This is not a good app for women at all.",skout,,,,1.0,0.442497783141407
1,This app is full of overseas scammers and perverted men that want nude pics.   don't look for your soul mate here.  This app is very disappointing me not regulated well.  I am deleting it!,skout,,,,1.0,0.44096618253683983
4,"I really like the app, but there is so many 13 year olds on that app and there’s girls showing their private parts on camera.",holla,,,,1.0,0.43502909887159147
2,There r just so many thirsty guys,skout,,,,1.0,0.43220437219228813
3,"When the app says what area you are in, it's always wrong. It says I'm in Valdosta  when I'm really in Orlando. It bugs me so much. 
So many old guy message me asking for pictures and I'm very creeped out by it. I block them right away but it's an endless circle. Way too many perverted guys on the app.",skout,,,,1.0,0.4308810599658386
3,There are a few attractive men u may find but beware of the sex crazed creeps and rude pervs who have no idea how to talk to women with class even though there are very few women here with any but try your luck u might find someone worth your friendship or someone with dating potential,skout,,,,1.0,0.42976732739917867
4,Guys on it are a little iffy but it's good!👌👌,skout,,,,1.0,0.42619253096413234
1,THESE PEOPLE ARE SUCH PERVERTS! THEY JUST WANT NUDES! HORRIBLE APP,chat-for-strangers,,,,1.0,0.42610883415966017
3,It’s alright but u gotta be careful with the perverts on it.,skout,,,,1.0,0.4200271213288447
1,It's good if you're into guys! You won't find any women.,chat-for-strangers,,,,1.0,0.41939571675034637
1,"I only met one amazing friend off here but tbh all the boys want are nudes, and girlfriends  and it's really disgusting",holla,,,,1.0,0.4147127252638667
2,"98% of the people are horny kids pretending to be twenty years old. Sometimes you find a cool Russian guy that gives you a decent conversation, but there should be a filter to sort out the people who want sex and the people who want a conversation. 

Literally the first thing people ask you is 'm or f' (male or female) if you say 'm' they disconnect. If you say 'f' they invite you to a private chat so they can send pictures of their 'dog'. 

I highly recommend lying about your gender. Just say you're male.",chat-for-strangers,,,,1.0,0.4109939957326394
5,"Most people don't like it because it's all about nudes and hooking up, that's the good part, what other reason is there for this app? If your Mormon go somewhere else, if you want the app then send nudes, be fun.",chat-for-strangers,,,,1.0,0.4087832941906313
1,There are so many perverts on this website  it's not even funny  funny,skout,,,,1.0,0.40832356365050737
3,"Its cool, but 8/10 times you join someone will ask ""asl"" or ""m or f"" because they are perverts that want nudity...",chat-for-strangers,,,,1.0,0.4013940361010542
1,The number of perverts on here is passed the point of even being slightly funny and if you tell them off and hurt their little feelings they can report you for any reason and your account is banned----,skout,,,,1.0,0.4012048416578038
5,U guys are amazing,holla,,,,1.0,0.4010725707481346
5,Large selection of guys,skout,,,,1.0,0.4003592855621605
5,Kool thing to kill time on !!,skout,,,,1.0,0.3988416595167221
5,Great ap to find your soulmate thanks to skout Family helping me find my soulmate and I did I’m so grateful thank you guys all,skout,,,,1.0,0.39494655971126713
5,More guys than women filters for gender is $ based,holla,,,,1.0,0.3886324880010321
4,It's fun to troll on minus the perverts.,chat-for-strangers,,,,1.0,0.38833880408050847
2,I see why u gotta be 17 + cuz it's all pervs. There are SOME good people but most if them just wanna share nudes on kik. :/,chat-for-strangers,,,,1.0,0.3831279828086158
2,"All it truly is, is a giant sausage fest (guys only) and all they want to do is talk nasty to the ladies. It's perverted is what it is, but when you do find somebody decent to talk to its ok.",chat-for-strangers,,,,1.0,0.3825089972635778
1,This app might be dope but I'll never findout because it only shows me guys... I am a MALE interested in WOMEN... More guys 👎,skout,,,,1.0,0.3807452670097624
3,to many people ask for nudes,holla,,,,1.0,0.3778439342013844
2,"First off all why does it match me with men when you want women and secondly it’ll start off within 5 miles radius and go to 5000 without warning

Fix this",skout,,,,1.0,0.3758713783179761
1,"This app may be a good app for sum but not me. A lot of pretty women on there but many will not give u the time of day as there are so many guys that get caught in that thirst trap. So many men worship these woman it's kinda pathetic that u must join them to get a lil attention. I've come to ask myself how do u stand apart from them? Most of these woman (many of them average) want the hottest cutest guy ever, & that's not me lol, but they're not the prettiest women either. Also there are too many Transgenders that try to pass as women & if you're not careful u may mistake one for a women cuz they are all over the place. Good luck to u new users, maybe you'll have better luck than I have.",skout,,,,1.0,0.37465444276044657
2,Too many creeps!!!! The only thing that I agree with on this app is that you can't send pics because I bet a lot of guys would be sending dick pics.,chat-for-strangers,,,,1.0,0.37364468752773683
3,I can only find guys unless I pay money it should atleast say if it's a guy or girl before u press accept,holla,,,,1.0,0.37293720789020957
3,It's really good just way to many perverted guys on it.,chat-for-strangers,,,,1.0,0.36409669719135884
5,"The app needs a video chat part and 40  uear old pervs, and theres nothing wrong with perverted teens like me.",chat-for-strangers,,,,1.0,0.3638561883413014
2,Most of the people on this are old pervs looking for girls that can be their granddaughters. And most guys are disgusting on here. If you want to be harassed by old men then sign up.,skout,,,,1.0,0.3618796755172782
1,This app is just for sex. Horny guys wanting girls to send nudes. Disgusting. If you want sex get a girlfriend don't use girls over this dumb app.,chat-for-strangers,,,,1.0,0.36150093173490694
1,I’m 15 and well I download this app because I thought it was fun but I turned out to be wrong so I got on this app and there is a lot of people well I mean guys and then there faking their age and they’re like 23 or 19 or idk maybe 36 or more And they ask you to do dirty stuff knowing you’re under age so yes I wouldn’t recommend this app .,holla,,,,1.0,0.3599980193422643
3,"Ok I downloaded this game for fun and to have some online friends and I’m only 14. But theirs people on here asking for personal information and nudes. Which makes it really uncomfortable for me and some of the other girls. Like while I’m swiping for friends, you would read a bio coming from a 12 year old little girl, typing in “please don’t ask for nudes” like are you serious? To the point where 17-27 year olds are asking little kids for nudes?? It’s Disgusting and horrifying. I have also been asked for nudes before disgusting older boys asking for nudes and bra sizes? I know it sounds disgusting but imagined that typed to a kid on this app. Seriously if it weren’t for the nudes, this app would deserve so much better.",holla,,,,1.0,0.35476834860238804
4,I love the app. It's perfect for meeting new people. Just.... Some people out there are douches. Don't care about anyone but themselves. And mostly only want is sex and drugs. Mostly sex and nudes. I've had to block out more than 25 guys that asked for nudes. Because they kept asking until I either reported or blocked. But I have met two new friends on there. Both male. One I'm thinking about getting In an relationship with. But anyways. I would it use this about if I was 13 or below. 14 and up. If your mature and not give in to the idiots out there. Wishing best of luck.,skout,,,,1.0,0.3536923884989214
1,Horrible nothing but low class immature perverted guys. You get what you pay for on sites like this,skout,,,,1.0,0.3536634234030771
1,"If you want to see only the females who objectify their bodies through nearly-nothing on and seductive poses ... Then this is the place for you.  But, you won't find men's photos like that.

Apparently there is a tremendous double standard in the skout censors' offices:  women can post bathroom mirror ""bra and panties selfies"" but men can only post shirtless photos if taken outside and wearing a bathing suit.

This tells me that the skout headquarters actively encourages this double standard:  That the ""norm"" for women is to display/use their bodies but the norm for men is to keep covered up.

Or, perhaps, the skout censors are ""feminist male bashers"" that think only women's bodies are beautiful works of art and that men's bodies are not.

If you're a straight guy, you'll like this site; I don't know why a heterosexual female would want to use skout.  If you're a lesbian, you'll love it.  If you're a gay male, you'll hate it.",skout,,,,1.0,0.35326926134591496
4,"So far no bugs, but all my convos are either with girls who wanna cyber, or with perverted 40 year old men.",chat-for-strangers,,,,1.0,0.3529083049606936
1,Are you guys going to look back and see I was clothed in my live and not nude like you guys banned me for or what?,skout,,,,1.0,0.3489040426983714
1,If you're looking for a serious relationship with someone; this isn't the App for you. I have yet to find a dating App with great results in searching for quality people and this App is complete trash with a bunch of sleazy men on their looking for hookups. I don't see a point in putting in your profile interested  in women when all you see is a bunch of men listed in your matches. Don't mention the fact that they don't hardly except any pics you upload when you see other people posting obscene or nude pics.,skout,,,,1.0,0.34653816843703433
1,So I’m a lesbian and I’m attracted to women however I only get to talk to men on this app so I’m very disappointed,holla,,,,1.0,0.3463718779971994
4,"It’s cool, I’ve met some awesome ppl over the years threw scout & meet me. But as a guy, you get spammed with / hey buy nudes pics from me, Gimmie ur email... it’s something they could I’m sure limit over the years, but they haven’t. Have fun! If u get a pic from a Vogue magazine with a grl saying she needs help, selling nudes or just wants an iTunes card ignore it. Lol 😆",skout,,,,1.0,0.3454042472785406
1,"This is a very dangerous app. It's practically tinder for children. My child went on this app and was messaged nudes and lewd and pornographic videos from older men. Please keep away from this, quite unsafe. They even ask you to swipe left and right on people. Stay safe y'all.",holla,,,,1.0,0.34086428751787357
1,"This app claims to be ridding itself of nude/inappropriate pictures. It is doing that well and along with it taking there pic policies and not following them. Shirtless pics are allowed outside only... But when you do post one they get taken down anyhow, all the while there are other users with nothing but underwear on in pictures. It's a waste of time and space on your phone!",skout,,,,1.0,0.3358087858505614
5,This app is the app for you if you wanna see dicks and dicks and dicks. I don’t like the gems idea very much because I would like to pair with women who are nice and willing to become friends with be but do I have enough gems? No. And if I girl guys AND girls its all guys or just guys saying their gender is a girl. I once met a 70-looking year old man claiming to be 18 and trust me when I say it was creepy. I read someone else review and I just want to state that if you want to accept and/or deny you have to have an iPhone with I don’t agree with. Because you shouldn’t match older people with younger ones and not let them accept or deny them. I’m pretty sure myself as an adult I don’t want to be paired with 13 year olds. Another time I met a boy that claimed to be 18 but was really 8 or 10. That was when I had an andiod and wasn’t allowed to accept or deny but now that I have an iPhone I can accept or deny people. I’m not saying it’s a bad app I’m just saying that some people on here go be unafraid to show their gluteus Maximus and front side.,holla,,,,1.0,0.33154991468941786
3,There are too many perverts on this site.  You should also have a filter that a certain age group can not contact you if you do t want them too. I have more blocked men on here than another other site I’ve been on,skout,,,,1.0,0.3300922752727935
3,There are too many perverts on this site.  You should also have a filter that a certain age group can not contact you if you do t want them too. I have more blocked men on here than another other site I’ve been on,skout,,,,1.0,0.3300922752727935
1,There are too many perverts on this site.  You should also have a filter that a certain age group can not contact you if you do t want them too. I have more blocked men on here than another other site I’ve been on,skout,,,,1.0,0.3300922752727935
1,There are too many perverts on this site.  You should also have a filter that a certain age group can not contact you if you do t want them too. I have more blocked men on here than another other site I’ve been on,skout,,,,1.0,0.3300922752727935
5,"Once you find some one that's worth talking to.. Like you find attractive which is hard,trust me .. Then you'll be in the clear. Most guys are on here to hook up, which I've never allowed to happen but once & he seemed like a nice guy but some how couldn't delete his app??? Yeah needless to say good men are hard to find online.",skout,,,,1.0,0.3281561862094504
4,How do you find a persons scout ID?,skout,,,,1.0,0.32727938457573735
4,How do you find a persons scout ID?,skout,,,,1.0,0.32727938457573735
1,"Pay to choose the gender of the people you want to chat to, never any females on EVER! All of the creeps seem to have run them off.",chat-for-strangers,,,,1.0,0.3246687909991599
1,This ap is sexist. Women on there can post profile pics of them in their bikini's or pics down their shirts but if I try to take the same pic it never is approved. Probably because the people approving pics on their staff are all guys who are perverts.  0 stars,skout,,,,1.0,0.32146384797269967
1,"Way to many people selling there bodies on here for money, it’s a sex trafficking app and ppl sell drugs off it to. But the skout staff deleted a picture I posted cuz they said it was inappropriate, there was no nudity or any sort of content that went against there conduct. They need to pay attention to what really goes on, on the app instead of the little things",skout,,,,1.0,0.31926320557775667
1,"I'm i guy. My setting are set to talk to women. Whenever I shake to chat, all I get are guys. This shouldn't happen.",skout,,,,1.0,0.3181849357924744
5,There are to many young men on this site and you can't put a age bracket on what your seeking for.,skout,,,,1.0,0.3173246934284817
2,People are always asking are you horny didn't want to get your Kik then you start talking to them on cake and they want to send you pictures of the naked and they want pictures of you naked it's very perverted and plus if I want to talk to females in my first females I still get men.  Plus where's the video chat I wanted to video chat not word chat,chat-for-strangers,,,,1.0,0.31727583109860147
5,"Old guys be creepin
But fun stuff",skout,,,,1.0,0.31652372596493494
2,I use to love this app and go on with my friends the only unpleasant thing was the dicks and people smacking their buts,holla,,,,1.0,0.3145622889595565
5,It's ok if you like guys who are sexually aroused but if you want the gentlemenly men I'm not sure tgeyre there.,skout,,,,1.0,0.3119874910271827
4,All in all I like the app it's a good concept but the amount of old fat guys are overwhelming,holla,,,,1.0,0.3070303515782029
2,"Age preferences should be fixed. If you have your age preferences set to 18-21 there should be no reason why someone 42 yrs old can message you/appear as a match. Also maybe a setting where you have to accept pictures? Sending nudes is entirely too common on this site. Maybe blocking IP addresses after so many accounts made - the same person can make like 5 accounts and harass you. There’s a guy who’ve I’ve blocked and reported well about 7 times (probably more) and their IP or email should’ve been blocked after the first 2 or 3 times. Also, the location setting is not good at all. Sometimes I get locals but most of the time, I get people on my meet tab from one state over at the closest. Honestly, if you 1. fixed the thing with age preferences (people your age contact you), 2. made it easier for harassers to get blocked and 3. Added an “accept photo” feature MORE WOMEN would use the app and actually stay :) one of the reasons why there’s more men than women on the app is because women get nudes sent to them by creeps. Also wouldn’t mind a stealth option",skout,,,,1.0,0.3066570691238055
2,"False advertisement
- You cannot send pictures in chats as the pictures show 
- They make it seem innocent when it's really all just horny 14 year olds wanting nudes 

Overall
- It would be a good source for friends if chats would be monitored only so that them who beg for nudes, sex, etc. wouldn't be flooding this app",chat-for-strangers,,,,1.0,0.3029965001670456
1,"I hate this so much, it’s not a good app. Yes, you can chat, but no one ever really wants anything but nudes it seems. There is no such thing as friends from my experiences, and it’s not a safe place. I’ve reported men from sending nudes...nothing happens. It’s just really not a good app. If you’re into this kind of thing then it is for you, personally I just was NOT into this😒",skout,,,,1.0,0.3029254658067182
1,It's okay but a lot of the men are perverts smh,skout,,,,1.0,0.3022147870883658
1,We were on the app just hanging with people me and my friend and this guy had his D*CK our stroke it over a little baby and put it in the baby I got it on video!!! And I was shocked like why are there random grown men putting there D*CKS IN A 1YR OLD BABY!!!!,holla,,,,1.0,0.30221216154987474
1,"NEVER GET! It is full of nasty kids and old guys who want nudes. I do not recommend.
Hard to find decent people on here! DO NOT GET. Ever",chat-for-strangers,,,,1.0,0.3004889751217632
1,"Unless these guys are going to pay my data bill, they should not be allowed to force HD video adds or any video adds on anyone ever.",skout,,,,1.0,0.299483266173048
1,"Boots everyone off my chat without them doing so

Racist",holla,,,,1.0,0.29515852030182277
1,I'm a male and I wanna chat with women and all I get its men men men no women dont like this app,chat-for-strangers,,,,1.0,0.29505662071962324
1,"Nasty men will report or block u before u get a change to do either. Plus they allow 13+ years old on site. I found this out when I want to go block a kid that messaged me and it asked if this person is under 13. No thanks. Their mother app is MeetMe so you will show up on the other app unless you go change the settings because if I are already on Meetme,people will report you for having two profiles even though you only have one. Or get a whole bunch of emails about it. Annoying and full of foreigners who speak very poor English. Also being cute means you’re a fake profile to every guy u turn down or ignore. I wouldn’t even give app one star",skout,,,,1.0,0.2944713547149558
1,There are only perverts and sexoffender using this app,chat-for-strangers,,,,1.0,0.2933843098289308
2,The app is ok. Too many girls selling there nudes. So you buy into the elite to talk to females only and the females are selling nudes in snap.,chat-for-strangers,,,,1.0,0.2925930857627983
2,"Unless you are horny, do not get this app. Every ""stranger"" is a horny male. They either want to sext or get nudes. Even if they are willing to talk, they will soon ask for your kik and pics.

The only entertainment I get from this app is messing with the guys by pretending I'm a gay male.",chat-for-strangers,,,,1.0,0.292197252859399
5,This app is top notch there is respectful guys on there on the real,skout,,,,1.0,0.2916988693269702
2,"Too many:
out of the country chat requests 
Younger than me (15+yrs)chat requests
Men asking if I want to see their dicks and sending pictures.",skout,,,,1.0,0.2898213812023698
5,This app is lit I get so many free nudes 😂,holla,,,,1.0,0.28880562406182464
2,Every person I connect with ask for nudes.,chat-for-strangers,,,,1.0,0.28295027948460594
4,Good app guys,holla,,,,1.0,0.28157777258021577
5,Good job guys!,skout,,,,1.0,0.28157777258021577
3,"it’s decent. a lot of the guys on this app want nudes/hookups, or to date. i’ve made about four friends in total, over the past few months, and a couple thousand people. kinda fun to go through people and see if you can actually get a good convo, usually the LGBTQ+ kiddos are the nicest though.",holla,,,,1.0,0.2799021932632466
4,Everything is good and all minus the lack of a filter for buzz. I don't want to see the status of 40 year old men tbh,skout,,,,1.0,0.27854174451119795
5,Fun u see girl and nudes,holla,,,,1.0,0.27708491288076975
5,Hey Guiisss! I'm 12 years old and I want more people to talk to! I don't do nude pictures(; But other than that I don't care what age or if your a boy or girl!(: Thanks a bunch!!xx😘😘 Here's my kik(:~ J.Jloves1D,chat-for-strangers,,,,1.0,0.2754969888339218
5,I really like the app. But too many fake profiles and guys asking for nudes😒,skout,,,,1.0,0.2748161760008565
5,It's so cool only thing is that you have to unlock things to see them,skout,,,,1.0,0.27116290794502773
